composition,phase,density,hv,yield_strength,young_modulus
Al0.25 Co1 Fe1 Ni1,FCC,7.9,138,158,192
Al0.5 Co1 Fe1 Ni1,FCC+BCC,7.4,212,346,179.4743678
Al0.75 Co1 Fe1 Ni1,FCC+BCC,7,385,794,169.4344571
Al1 Co1 Fe1 Ni1,BCC,6.6,456,964,162
Co1 Fe1 Ni1,FCC,8.5,125,204,207
Co1 Fe1 Ni1,FCC,8.5,125,209,207
Co1 Fe1 Ni1 Si0.25,FCC,7.7,149,196,186
Co1 Fe1 Ni1 Si0.5,FCC+Sec.,7.1,287,476,173.2884594
Co1 Fe1 Ni1 Si0.75,FCC+Sec.,6.6,570,1301,161.0207542
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,274,226
Co1 Cr1 Mn1 Ni1,FCC,8.1,301.9920871,282,222
Co1 Cr1 Ni1,FCC,8.3,335.0289365,300,231
Co1 Fe1 Mn1 Ni1,FCC,8.2,241.1910519,170,204
Co1 Fe1 Ni1,FCC,8.5,156.0356238,211,207
Co1 Mn1 Ni1,FCC,8.4,287.6829987,231,202
Fe1 Mn1 Ni1,FCC,8.1,230.7868111,221,203
Co1 Cr1 Fe1 Nb0.103 Ni1,FCC+Sec.,8.2,138.247127,318,222.2636163
Co1 Cr1 Fe1 Nb0.155 Ni1,FCC+Sec.,8.2,134.423627,322,220.7108113
Co1 Cr1 Fe1 Nb0.206 Ni1,FCC+Sec.,8.2,147.3613159,403,219.225163
Co1 Cr1 Fe1 Nb0.309 Ni1,FCC+Sec.,8.2,223.4235513,479,216.3317606
Co1 Cr1 Fe1 Nb0.412 Ni1,FCC+Sec.,8.2,227.8049995,638,213.5567409
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,148,226
Al0.25 Co1 Cr1 Fe1 Ni1,FCC,7.7,110,379.9428315,213
Al0.25 Co1 Cr1 Fe1 Ni1,FCC,7.7,113,379.9428315,213
Al0.375 Co1 Cr1 Fe1 Ni1,FCC,7.5,131,374.9740321,207
Al0.375 Co1 Cr1 Fe1 Ni1,FCC,7.5,196,487.7361249,207
Al0.5 Co1 Cr1 Fe1 Ni1,FCC+BCC,7.3,159,508.6250911,201.8352376
Al0.5 Co1 Cr1 Fe1 Ni1,FCC+BCC,7.3,209,612.9235023,201.8352376
Al0.75 Co1 Cr1 Fe1 Ni1,FCC+BCC,7,388,1088.558278,192.8618776
Al0.75 Co1 Cr1 Fe1 Ni1,FCC+BCC,7,280,691.3494647,192.8618776
Al0.875 Co1 Cr1 Fe1 Ni1,BCC,6.9,538,1658.507999,188
Al0.875 Co1 Cr1 Fe1 Ni1,FCC+BCC,6.9,361,984.2852424,189.1944975
Al1 Co0.8 Cr0.8 Fe0.8 Ni0.8,BCC,6.5,487,1165.391364,177
Al1 Co0.8 Cr0.8 Fe0.8 Ni0.8,BCC,6.5,499,1217.821965,177
Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667,BCC,6.2,484,1049.799921,171
Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667,BCC,6.2,517,1315.472574,171
Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5,BCC,5.9,509,1164.839176,160
Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5,BCC,5.9,512,1215.907907,160
Al1 Co1 Cr1 Fe1 Ni1,BCC,6.7,484,1110.731461,184
Al1 Co1 Cr1 Fe1 Ni1,FCC+BCC,6.7,433,1058.651972,184.4160003
Co1 Cr1 Fe1 Ni1,FCC,8.2,116,340.1959251,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,113,340.1959251,226
Al0.5 Co1 Cr1 Fe1 Mo0.5 Ni1,FCC+Sec.,7.7,425,1199.94715,215.8301056
Al1 Co0.667 Cr0.667 Fe0.667 Mo0.333 Ni0.667,B2+Sec.,6.6,655,1526.067232,184.0535284
Al1 Co0.5 Cr0.5 Fe0.5 Mo0.25 Ni0.5,BCC+B2,6.3,605,981.3274113,173.5715125
Al1 Co1 Cr1 Fe1 Mo0.5 Ni1,B2+Sec.,7.1,715,2353.034317,198.4980211
Co1 Cr1 Fe1 Mo0.5 Ni1,FCC+Sec.,8.5,210,578.6147728,237.3317763
Al0.5 Co1 Cr1 Fe1 Ni1 Ti1,BCC+Laves,6.6,592.1241111,1640.271984,183.6565836
Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667 Ti0.667,BCC+BCC,5.9,622.348,1263.994435,161.6600966
Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5 Ti0.5,BCC+BCC,5.6,643,705.1438144,153.2988311
Al1 Co1 Cr1 Fe1 Ni1 Ti1,BCC+Laves,6.2,685.3566667,1686.677884,171.2818593
Co1 Cr1 Fe1 Ni1 Ti1,FCC,7.2,601.7656984,1587.017093,195
Al0.133 Co1 Cr0.667 Fe0.667 Ni1 Ti0.667,FCC+Sec.,7.2,717,1754.979986,194.502549
Al0.133 Co1 Cr0.667 Fe0.667 Ni1 Ti0.333,FCC,7.6,487,1109.283098,201
Co1 Cr0.667 Fe0.667 Ni1 Ti0.667,FCC+Sec.,7.4,654,1777.710432,199.97932
Co1 Cr0.667 Fe0.667 Ni1 Ti0.333,FCC,7.8,509,1574.877586,209.4796485
Al0.7 Co0.3 Cr1 Fe1 Ni1,FCC+BCC+B2,6.8,624,2033,192.4474408
Al0.875 Co1 Cr1 Fe1 Ni1,FCC+BCC,6.9,508.8853651,1470.24663,189.1944975
Al1 Co0.667 Cr0.667 Fe0.667 Ni0.667,BCC,6.2,402,946.3919555,171
Al1 Co0.4 Cr0.4 Fe0.4 Ni0.4,BCC,5.6,487,872.7817258,152
Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5,BCC,5.9,432,965.4272239,160
Al1 Co0.333 Cr0.333 Fe0.333 Ni0.333,BCC,5.3,506,770.3190134,145
Al1 Co1 Cr1 Fe1 Ni1,BCC,6.7,395,1055.849381,184
Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,6.8,342,1372.105613,169.062194
Co1 Cr1 Cu1 Fe1 Ni1,FCC,8.3,286,535.684661,206
Cr1 Cu1 Fe1 Mn1 Ni1,FCC+BCC,8.1,296,618.3129266,203.1816517
Cr1 Cu1 Fe1 Mo1 Ni1,FCC,8.7,263,608.4936107,236
Al1 Co1 Cr1 Fe1 Ni1,BCC,6.7,470.9887063,1251,184
Al1 C0.1 Co1 Cr1 Fe1 Ni1,BCC+Sec.,6.7,626.0655556,957,183.1881263
Al1 C0.2 Co1 Cr1 Fe1 Ni1,BCC+Sec.,6.6,626.3997778,906,180.7746344
Al1 C0.3 Co1 Cr1 Fe1 Ni1,BCC+Sec.,6.5,631.742127,867,178.4056952
Al1 C0.4 Co1 Cr1 Fe1 Ni1,BCC+Sec.,6.5,616.5425714,1056,177.3116774
Al1 C0.5 Co1 Cr1 Fe1 Ni1,BCC+Sec.,6.4,603.7632381,1060,175.0245983
Al0.667 C1 Co0.667 Cr0.667 Fe0.667 Ni0.667,BCC+Sec.,5.9,700.2308056,1255,160.1076729
Al1 C1 Co1 Cr1 Fe1 Ni1,BCC+Sec.,6.2,693.788,1251,167.8148519
Al1 Co1 Cr1 Fe1 Ni1,BCC,6.7,470.9887063,1138,184
Al1 Co1 Cr1 Fe1 Mo0.1 Ni1,BCC,6.8,561.4739206,1804,188
Al1 Co1 Cr1 Fe1 Mo0.2 Ni1,BCC+Sec.,6.9,569.2398889,2456,190.7531149
Al1 Co1 Cr1 Fe1 Mo0.3 Ni1,BCC+Sec.,7,606.4775556,2649,193.8121035
Al1 Co1 Cr1 Fe1 Mo0.4 Ni1,BCC+Sec.,7,665.4271111,2670,195.5706133
Al1 Co1 Cr1 Fe1 Mo0.5 Ni1,BCC+Sec.,7.1,744.9680026,2757,198.4980211
Al1 Co1 Cr1 Fe1 Ni1,BCC,6.7,470.9887063,1051,184
Al1 Co1 Cr1 Fe1 Nb0.1 Ni1,BCC,6.8,569,1641,182
Al1 Co1 Cr1 Fe1 Nb0.25 Ni1,BCC+Sec.,6.8,668,1959,180.662171
Al1 Co1 Cr1 Fe1 Nb0.5 Ni1,BCC+Sec.,7,747,2473,178.5945193
Al1 Co1 Cr1 Fe1 Nb0.75 Ni1,BCC+Sec.,7,591.5324815,1734.02062,174.4553835
Al1 Co1 Cr1 Fe1 Ni1,BCC,6.7,520,1373,184
Al0.8 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.3,270,684.8345258,180.4688059
Al1 Co0.5 Cr1 Fe1 Mo0.5 Ni1,BCC+Sec.,7,801,1869.979883,198.1994584
Al0.667 Co1 Cr0.667 Fe0.667 Mo0.333 Ni0.667,BCC+Sec.,7.2,741,2255.706675,198.9418349
Al0.5 Co1 Cr0.5 Fe0.5 Mo0.25 Ni0.5,FCC+BCC+Sec.,7.3,586,1736.297986,199.5263533
Al1 Co1 Cr1 Fe1 Mo0.5 Ni1,BCC+Sec.,7.1,796,2345.374578,198.4980211
Al1 Co1 Cr1 Fe1 Mo0.5 Ni1,BCC+Sec.,7.1,755,2394.317583,198.4980211
Al1 Co1 Cr1 Fe0.6 Mo0.5 Ni1,BCC+Sec.,7.1,754,1520.674531,198.4482145
Al0.667 Co0.667 Cr0.667 Fe1 Mo0.333 Ni0.667,BCC+Sec.,7.2,635,2044.058911,199.7722829
Al0.5 Co0.5 Cr0.5 Fe1 Mo0.25 Ni0.5,BCC+Sec.,7.2,639,1961.471644,199.8285625
Al1 Co1 Cr1 Fe1 Mo0.5,B2+Sec.,6.8,857,2009.003867,199.4983259
Al1 Co1 Cr1 Fe1 Mo0.5 Ni1,B2+Sec.,7.1,730,2359.157657,198.4980211
Al1 Co1 Cr1 Fe1 Mo0.5 Ni0.5,B2+Sec.,7,708,1512.49268,199.3796536
Al0.667 Co0.667 Cr0.667 Fe0.667 Mo0.333 Ni1,FCC+B2+Sec.,7.2,586,1969.303374,197.9595679
Al0.5 Co0.5 Cr0.5 Fe0.5 Mo0.25 Ni1,FCC+B2+Sec.,7.3,395,1057.253885,197.7106683
Al1 Co1 Cr1 Fe1 Ni1,BCC,6.7,470.9887063,1110,184
Al1 Co1 Cr1 Fe1 Ni1 Si1,BCC+Sec.,5.7,540.8085556,2411,154.3148272
Al1 Co1 Cr1 Fe1 Ni1 Si0.2,BCC,6.5,522.6352222,1265,176
Al1 Co1 Cr1 Fe1 Ni1 Si0.4,BCC,6.2,509.0381111,1481,169
Al1 Co1 Cr1 Fe1 Ni1 Si0.6,BCC,6,500.9879444,1834,162
Al1 Co1 Cr1 Fe1 Ni1 Si0.8,BCC+Sec.,5.8,518.5335556,2179,158.4774807
Al0.25 Co1 Cr1 Cu0.5 Fe1 Ni1 Ti0.5,FCC,7.4,521.9377042,1613.611979,192
Al0.25 Co1 Cr1 Cu0.75 Fe1 Ni1 Ti0.5,FCC,7.5,425.0547778,750,189
Al0.5 Co1 Cr1 Cu0.5 Fe1 Ni1 Ti0.5,FCC+BCC,7.1,541.7993651,1580,186.1240512
Al0.75 Co1 Cr1 Cu0.25 Fe1 Ni1 Ti0.5,FCC+BCC,6.8,620.5988889,1900,182.1362941
Co1 Cr1 Cu1 Fe1 Ni1 Ti0.5,FCC,7.8,395.5405,700,194
Al1 Co1 Cr1 Fe1 Ni1 Ti1,BCC+BCC,6.2,685.3566667,1860,171.2818593
Al1 Co1 Cr1 Fe1 Ni1 Ti0.5,BCC+BCC,6.4,178,2260,176.9156933
Al0.667 Co0.667 Cr0.667 Fe0.667 Ni0.667 Ti1,BCC+Sec.,6.1,698.5666667,2220,167.6281322
Al1 Co1 Cr1 Fe1 Ni1 Ti1 V1 Zr1,,6.3,780,1553.69133,151.6902178
Al1 Co1 Fe1 Ni1 Ti1 V1 Zr1,BCC,6.2,790,1470.966816,129
Al1 Fe1 Ni1 Ti1 V1 Zr1,BCC,5.9,800,1479.822144,119
Co1 Cr1 Cu1 Fe1 Ni1 Ti1 V1 Zr1,,7.1,680,1393.954005,161.1772169
Co1 Cr1 Fe1 Mo1 Ni1 Ti1 V1 Zr1,,7.3,850,2346.708925,186.0947643
Co1 Cu1 Fe1 Ni1 Ti1 V1 Zr1,,7.1,630,1280.597315,145.2422687
Co1 Fe1 Mo1 Ni1 Ti1 V1 Zr1,,7.3,790,1622.10648,173.5438796
Cu1 Fe1 Ni1 Ti1 V1 Zr1,,6.8,590,1248.692919,134.3908395
Fe1 Mo1 Ni1 Ti1 V1 Zr1,BCC+Sec.,7.1,740,1579.924844,167.4138916
Al0.1 Co1 Cr1 Fe1 Mn1 Ni1,FCC,7.9,180,352.2857821,216
Al0.2 Co1 Cr1 Fe1 Mn1 Ni1,FCC,7.7,171,220,212
Al0.38 Co1 Cr1 Fe1 Mn1 Ni1,FCC,7.5,182,244,205
Al0.43 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.4,183,285,203.4811397
Al0.49 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.4,220,331,202.3813058
Al0.56 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.3,278,526,199.8953239
Al0.62 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.2,405,833,197.6132079
Al0.68 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.2,486,1097.317808,196.5861034
Al0.75 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.1,530,1810.035923,194.1820627
Al0.81 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7,539,1810.362339,191.967798
Al0.88 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7,533,1755.945249,190.8481214
Al0.95 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,6.9,535,1721.761818,188.5219463
Al1 Co0.8 Cr0.8 Fe0.8 Mn0.8 Ni0.8,BCC,6.6,539,1367.48347,180
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,176,208,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,144,280.3220443,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,135,230,220
Co1 Cr1 Fe1 Mn1 Ni1 V0.25,FCC,7.9,151,248.6704395,215
Co1 Cr1 Fe1 Mn1 Ni1 V0.25,FCC+Sec.,7.9,144,200,215.0098397
Co1 Cr1 Fe1 Mn1 Ni1 V0.5,FCC,7.8,186,456.2761748,210
Co1 Cr1 Fe1 Mn1 Ni1 V0.5,FCC,7.8,275,620,210
Co1 Cr1 Fe1 Mn1 Ni1 V0.75,FCC+Sec.,7.7,380,740,206.8226669
Co1 Cr1 Fe1 Mn1 Ni1 V0.75,FCC+Sec.,7.7,342,560.5805955,206.8226669
Co1 Cr1 Fe1 Mn1 Ni1 V1,FCC+Sec.,7.7,636,1660,204.3178884
Co1 Cr1 Fe1 Mn1 Ni1 V1,FCC+Sec.,7.7,650,1701.332153,204.3178884
Al0.2 Cr0.667 Fe1 Mn0.667 Ni0.333,FCC+BCC,7.2,297,497.0723842,208.6725635
Al0.333 Cr0.667 Fe1 Mn0.667 Ni0.333,BCC,7,396,945.5528108,201
Al1 Cr1 Fe1 Ni1,BCC+B2,6.3,472,1406,179.5326663
Al1 Cr1 Fe1 Mo1 Ni1,B2+Sec.,7.2,905,2313.204625,210.7500726
Al1 Cr1 Fe1 Mo0.2 Ni1,BCC+B2,6.5,549,1487,186.7892616
Al1 Cr1 Fe1 Mo0.5 Ni1,BCC+B2,6.8,622,1749,196.8756698
Al1 Cr1 Fe1 Mo0.8 Ni1,B2+Sec.,7,854,1513,204.9307497
Al0.3 Co1 Cr1 Cu1 Fe1,FCC,7.7,180,492.1988627,194
Al0.5 Co1 Cr1 Cu1 Fe1,FCC,7.4,207,602.6584581,187
Al0.8 Co1 Cr1 Cu1 Fe1,FCC+BCC,7,271,824.6230005,176.905662
Al1 Co0.769 Cr0.769 Cu0.769 Fe0.769,FCC+BCC,6.5,476,955.1474606,163.5795354
Al1 Co0.667 Cr0.667 Cu0.667 Fe0.667,FCC+BCC,6.3,510,991.2979421,158.9993868
Al1 Co0.556 Cr0.556 Cu0.556 Fe0.556,FCC+BCC,6.1,557,1005.83192,153.5922389
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5,FCC+BCC,5.9,567,945.3328414,149.3451102
Al1 Co0.435 Cr0.435 Cu0.435 Fe0.435,FCC+BCC,5.7,603,956.8135869,144.414954
Al1 Co0.4 Cr0.4 Cu0.4 Fe0.4,FCC+BCC,5.6,624,808.7042746,141.6404933
Al1 Co0.357 Cr0.357 Cu0.357 Fe0.357,BCC,5.5,657,711.2473095,139
Al1 Co0.333 Cr0.333 Cu0.333 Fe0.333,BCC,5.4,644,698.8928525,136
Al1 Co1 Cr1 Cu1 Fe1,FCC+BCC,6.8,407,943.1601868,171.2803464
Co1 Cr1 Cu1 Fe1,FCC,8.2,134,398.4571628,208
Co1 Cr1 Cu0.5 Fe1 Ni1,FCC,8.3,172,389.3767807,215
Co1 Cr1 Cu1 Fe1 Ni1 Ti1,FCC,7.4,519.8278889,1272,185
Co1 Cr1 Cu1 Fe1 Ni1 Ti0.5,FCC,7.8,395.5405,700,194
Co1 Cr1 Cu1 Fe1 Ni1 Ti0.8,FCC+Sec.,7.6,412.6921645,1042,189.5876631
Al0.5 B0.2 Co1 Cr1 Cu1 Fe1 Ni1,,7.5,415,810.9839931,185.2800523
Al0.5 B0.6 Co1 Cr1 Cu1 Fe1 Ni1,,7.3,505,1146.864522,179.2968276
Al0.5 B1 Co1 Cr1 Cu1 Fe1 Ni1,,7.1,736,1737.85345,173.7469887
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,,7.6,300,630.1711779,188.4637334
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,225,490.5233423,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti1,FCC+BCC+Sec.,7,636,1339.611085,175.2593145
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.2,FCC,7.5,272,625.6189802,185
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.4,FCC,7.3,321,629.6526684,182
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.6,FCC+BCC,7.2,458,840.2791983,180.1165242
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.8,FCC+BCC+Sec.,7.1,590,1398.126758,177.6574211
Al0.417 Co0.833 Cr0.833 Cu0.833 Fe0.833 Ni0.833 Ti1,FCC+BCC+Sec.,6.9,646,1340.980858,172.9221841
Al0.357 Co0.714 Cr0.714 Cu0.714 Fe0.714 Ni0.714 Ti1,FCC+BCC+B2+Sec.,6.8,664,1317.035438,170.7232346
Al0.312 Co0.625 Cr0.625 Cu0.625 Fe0.625 Ni0.625 Ti1,FCC+BCC+B2+Sec.,6.7,657,1308.84751,168.7042845
Al0.278 Co0.556 Cr0.556 Cu0.556 Fe0.556 Ni0.556 Ti1,FCC+BCC+B2+Sec.,6.6,667,1299.980391,166.7206579
Al0.25 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5 Ti1,FCC+BCC+B2+Sec.,6.5,696,1303.429341,164.7735894
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,215,483.3467202,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.2,FCC,7.6,204,477.5907332,186
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.4,FCC+BCC,7.5,231,579.5038617,184.3183963
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.6,FCC+BCC+Sec.,7.5,328,636.7395038,183.0045478
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.8,FCC+BCC+Sec.,7.4,447,852.9703425,180.543136
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V1,FCC+BCC+Sec.,7.4,639,1586.299648,179.3884252
Al0.417 Co0.833 Cr0.833 Cu0.833 Fe0.833 Ni0.833 V1,BCC,7.3,579,1416.411184,177
Al0.357 Co0.714 Cr0.714 Cu0.714 Fe0.714 Ni0.714 V1,BCC,7.3,577,1383.219261,175
Al0.312 Co0.625 Cr0.625 Cu0.625 Fe0.625 Ni0.625 V1,BCC,7.2,594,1390.717451,174
Al0.278 Co0.556 Cr0.556 Cu0.556 Fe0.556 Ni0.556 V1,BCC,7.2,597,1415.14394,172
Al0.25 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5 V1,BCC,7.2,587,1404.749911,171
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.1,472,771.8593379,175.3746079
Al1 Co1 Cu1 Fe1 Nd1 Ni1,Other,7,578,1213.896304,148.842371
Al1 Co1 Cu1 Fe1 Ni1,FCC+BCC,7,536,1154.66516,153.3772391
Al1 Co1 Cu1 Fe1 Ni1 Si1,FCC+BCC,5.9,682,1778.80053,129.8137935
Al1 Co1 Cu1 Fe1 Ni1 Ti1,FCC+BCC,6.5,626,1513.539443,147.3934394
Al1 Co1 Cu1 Fe1 Ni1 Zr1,FCC+BCC+Sec.,6.9,472,950.6054137,136.0879293
Al1 Co1 Cr1 Cu1 Fe1 Mn1 Ni1,FCC+BCC+Sec.,7.1,633.159,1005,178.1206545
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.1,465.2437778,1303,175.3746079
Al1 Co1 Cr1 Cu1 Fe1 Ni1 Ti1,FCC+BCC+BCC,6.6,657.1453333,1234,165.573786
Al1 Co1 Cr1 Cu1 Fe1 Ni1 V1,FCC+BCC,6.9,600.327,1469,167.7762134
Al1 Co1 Cr1 Cu1 Ni1 Ti1,BCC,6.4,670.5644444,1276.664136,157
Al1 Co1 Cr1 Cu1 Ni1 Ti1 Y1,Other,5.8,679.339,1289.50114,146.5252536
Al1 Co1 Cr1 Cu1 Ni1 Ti1 Y0.5,Other,6.1,671.993,1273.492726,152.7589399
Al1 Co1 Cr1 Cu1 Ni1 Ti1 Y0.8,Other,5.9,679.2923333,1174.537672,148.7337487
Co1 Cu1 Fe1 Ni1,FCC,8.6,173.2373667,333.6198203,187
Co1 Cu1 Fe1 Ni1 Sn0.02,FCC,8.6,175.8068,379.3621394,185
Co1 Cu1 Fe1 Ni1 Sn0.04,FCC+Sec.,8.6,178.5073333,353.1101908,184.0941492
Co1 Cu1 Fe1 Ni1 Sn0.05,FCC+Sec.,8.6,180.448,351.183922,183.5634996
Co1 Cu1 Fe1 Ni1 Sn0.07,FCC+Sec.,8.6,180.448,351.183922,182.5100232
Co1 Cu1 Fe1 Ni1 Sn0.1,FCC+Sec.,8.6,181.5533333,373.3893108,180.9490795
Co1 Cu1 Fe1 Ni1 Sn0.2,FCC+Sec.,8.5,180.0812444,364.4513267,174.6760012
Co1 Cu1 Fe1 Ni1 Sn0.5,FCC+Sec.,8.3,261.2694111,477.4181493,158.4323076
Co1 Cu1 Fe1 Mn1 Ni1,FCC,8.4,208,488.1118808,189
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.03,FCC,8.4,192,400.9809612,187
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.05,FCC+Sec.,8.4,205,433.3749504,186.9389451
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.08,FCC+Sec.,8.3,219,451.8752407,184.4074517
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.1,FCC+Sec.,8.3,253,502.3989731,183.5489445
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.2,FCC+Sec.,8.3,319,554.7064731,179.3554667
Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,6.8,495,1025.216948,169.062194
Al1 Cr1 Cu1 Fe1 Ni0.6,FCC+BCC,6.6,496,968.869075,166.5091884
Al1 Cr1 Cu1 Fe1 Ni0.8,FCC+BCC,6.7,486,997.7368575,167.7666471
Al0.833 Cr0.833 Cu0.833 Fe0.833 Ni1,FCC+BCC,6.8,407,1027.675493,169.1602354
Al0.714 Cr0.714 Cu0.714 Fe0.714 Ni1,FCC+BCC,6.9,367,1241.574357,170.5039782
Co1 Cr1 Cu1 Fe1 Ni1,FCC,8.3,286,230,206
Al0.1 Cr0.5 Cu0.5 Fe0.5 Ni1,FCC,8,181.3405079,448.6893077,197
Al0.2 Cr0.5 Cu0.5 Fe0.5 Ni1,FCC,7.8,182.5796746,451.1929416,190
Al0.3 Cr0.5 Cu0.5 Fe0.5 Ni1,FCC,7.5,235.8839524,525.0998695,185
Al0.4 Cr0.5 Cu0.5 Fe0.5 Ni1,FCC,7.3,253.2069048,605.0703531,179
Al0.6 Cr0.5 Cu0.5 Fe0.5 Ni1,FCC+BCC,6.9,433.9951032,920.6346273,168.5518911
Al0.5 Cr0.5 Cu0.5 Fe0.5 Ni1,FCC+BCC,7.1,350.2889365,635.8243671,173.4076158
Al1 Cr1 Cu1 Fe1 Ni1 Ti1,BCC+BCC+Sec.,6.3,663.9506667,1558.014199,159.808748
Al1 Cu0.889 Fe0.667 Ni0.889 Ti1,FCC,5.9,516,980,131
Al1 Cu0.889 Fe0.667 Ni0.889 Ti1,FCC,5.9,516,980,131
Al1 Cu1 Fe1 Ni1 Ti1,FCC,6.1,516,1074,137
Al1 Cu1 Ni1 Ti1,FCC,5.7,537,300,122
Al1 Cu0.062 Li0.062 Mg0.062 Zn0.062,FCC+Sec.,2.9,791.0466667,488,67.87578004
Al1 Li0.062 Mg0.062 Sn0.062 Zn0.062,FCC+Sec.,3,791.0266667,415,61.0958954
Al1 Cu0.2 Li0.5 Mg1 Zn0.5,Other,2.7,663.9866667,562.4539251,99.94152061
Al1 Cu0.5 Li0.5 Mg1 Sn0.2,Other,3,655.6030667,540.4092111,93.23540425
Al1 Li0.5 Mg1 Sn0.2 Zn0.5,FCC+Sec.,2.9,663.28,546,93.91751992
Al1 Li1 Mg1 Sn1 Zn1,FCC+HCP+Sec.,3.9,607.2324476,600,71.62928144
Al0.667 Li0.667 Mg0.333 Sc0.667 Ti1,FCC+HCP,2.7,591,738.2685634,88.13127241
Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929,BCC,7.7,500,1965,107
Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929,BCC,7.7,494.0966667,678,107
Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929,BCC,7.7,494.0966667,166,107
Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929,BCC,8.1,490,1965,110
Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929,BCC,8.1,472.3026667,362,110
Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929,BCC,8.1,472.3026667,236,110
Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,9.1,500,1841,107
Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,9.1,458.8482496,796,107
Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,9.1,458.8482496,298,107
Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667,BCC,7.6,530,2035,109
Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667,BCC,7.6,507.7115556,796,109
Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667,BCC,7.6,507.7115556,220,109
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,7.1,591,2000,116.9810808
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,7.1,642.8687619,1597,116.9810808
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,7.1,642.8687619,745,116.9810808
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,7.1,642.8687619,250,116.9810808
Al0.667 Nb1 Ta0.333 Ti1 Zr0.333,BCC,6.8,408,1280,105
Al0.667 Nb1 Ta0.333 Ti1 Zr0.333,BCC,6.8,432.4312698,728,105
